keyword,domain,url,search_engine,llm_model,pre_rank,post_rank,rank_delta,T1_statistical_density_code,T2_question_heading_code,T3_structured_data_code,T4_citation_authority_code,T1_statistical_density_llm,T2_question_heading_llm,T3_structured_data_llm,T4_citation_authority_llm,X1_domain_authority,X1_global_rank,X2_domain_age_years,X3_word_count,X4_lcp_ms,X6_readability,X7_internal_links,X7B_outbound_links,X8_keyword_difficulty,X9_images_with_alt,X10_https
fleet management software,rtafleet.com,https://rtafleet.com/best-fleet-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,7,7.0,2.9,1.0,1.0,0.0,23.0,1.0,1.0,0.0,2.96,3494353.0,30.3,863.0,,15.45,152.0,7.0,3.83,16.0,1.0
fleet management software,samsara.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,8,,11.4,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.35,130822.0,28.8,351.0,,14.84,173.0,11.0,3.83,36.0,1.0
fleet management software,verizonconnect.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,4.78,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.48,52421.0,23.9,523.0,,14.92,108.0,6.0,3.83,39.0,1.0
fleet management software,fleetcomplete.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,1.39,1.0,1.0,0.0,12.5,0.0,1.0,0.0,4.39,86844.0,21.2,2515.0,,14.48,210.0,15.0,3.83,103.0,1.0
order management software,remira.com,https://remira.com/de/ordermanagement-software,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,0.66,0.0,0.0,0.0,0.105,0.0,0.0,0.0,3.01,3247599.0,25.6,759.0,,16.29,75.0,3.0,4.52,24.0,1.0
order management software,sage.com,https://www.sage.com/en-us/accounting-software/order-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,2,3.0,,,,,,,,,5.57,2079.0,28.9,,,,,,4.52,,1.0
order management software,afosto.com,https://afosto.com/blog/order-management-software-2024/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,3,5.0,1.97,1.0,1.0,0.0,10.32,1.0,1.0,0.0,4.17,793432.0,12.9,2533.0,,11.68,82.0,30.0,4.52,2.0,1.0
order management software,zoho.com,https://www.zoho.com/us/inventory/order-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,4,6.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,6.2,410.0,22.1,762.0,,11.22,133.0,14.0,4.52,26.0,1.0
order management software,esker.com,https://www.esker.com/business-process-solutions/order-to-cash/customer-service-automation/order-management-automation-system/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,5,6.0,0.0,1.0,0.0,0.0,0.164,1.0,0.0,0.0,3.63,1444419.0,32.2,1218.0,,14.88,137.0,7.0,4.52,2.0,1.0
order management software,sana-commerce.com,https://www.sana-commerce.com/e-commerce-terms/what-is-order-management-system/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,6,6.0,0.97,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.87,1154970.0,16.2,1030.0,,14.91,163.0,0.0,4.52,17.0,1.0
order management software,dotsource.de,https://www.dotsource.de/leistungen/e-commerce-agentur/order-management-system/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,7,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.21,2661546.0,,982.0,,13.78,150.0,16.0,4.52,25.0,1.0
order management software,salesforce.com,https://www.salesforce.com/de/commerce/order-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,8,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.66,189.0,27.2,707.0,,13.15,504.0,11.0,4.52,55.0,1.0
order management software,larksuite.com,https://www.larksuite.com/en_us/blog/order-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,9,-3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,204529.0,7.8,,,,0.0,0.0,4.52,0.0,1.0
warehouse management software,sap.com,https://www.sap.com/products/scm/extended-warehouse-management/what-is-a-wms.html,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,1,1.0,,,,,,,,,5.89,988.0,31.1,,,,,,4.17,,1.0
warehouse management software,extensiv.com,https://www.extensiv.com/warehouse-management-system,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,2,5.0,0.27,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.76,1215327.0,22.4,5524.0,,15.09,173.0,16.0,4.17,14.0,1.0
warehouse management software,stopa.com,https://www.stopa.com/en/storage-systems/warehouse-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,3589682.0,27.5,1072.0,,17.63,97.0,4.0,4.17,5.0,1.0
warehouse management software,mrpeasy.com,https://www.mrpeasy.com/warehouse-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,4,6.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1330241.0,12.8,702.0,,10.86,79.0,9.0,4.17,14.0,1.0
warehouse management software,modula.us,https://modula.us/solutions/modula-wms/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,5,8.0,1.39,1.0,0.0,0.0,0.104,1.0,0.0,0.0,3.2,2665344.0,10.8,1438.0,,21.38,204.0,9.0,4.17,20.0,1.0
warehouse management software,interlakemecalux.com,https://www.interlakemecalux.com/software/wms-warehouse-management-system,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,6,8.0,1.52,0.0,0.0,0.0,12.5,0.0,0.0,0.0,3.36,1842001.0,16.9,2639.0,,16.86,122.0,14.0,4.17,48.0,1.0
warehouse management software,monday.com,https://monday.com/blog/project-management/warehouse-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,7,8.0,1.37,1.0,1.0,0.0,0.041,1.0,1.0,0.0,5.78,1614.0,30.6,2925.0,,17.74,171.0,17.0,4.17,63.0,1.0
warehouse management software,deposco.com,https://deposco.com/solutions/supply-chain-execution/warehouse-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,17.0,8,9.0,2.86,1.0,0.0,0.0,6.42,1.0,0.0,0.0,4.38,95315.0,21.3,1049.0,,13.2,218.0,7.0,4.17,45.0,1.0
warehouse management software,zoho.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,,,,,,,,,,,,,,,,,4.17,,
warehouse management software,wonolo.com,https://info.wonolo.com/blog/top-warehouse-management-software-systems/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,10,2.0,1.44,0.0,0.0,0.0,10.31,0.0,0.0,0.0,4.5,47696.0,12.7,5921.0,,15.02,50.0,111.0,4.17,60.0,1.0
content management system,ibm.com,https://www.ibm.com/de-de/think/topics/content-management-system,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,1,1.0,0.0,0.0,0.0,0.0,0.088,1.0,1.0,0.0,7.24,87.0,39.9,2257.0,,11.73,21.0,3.0,5.79,2.0,1.0
content management system,adobe.com,https://business.adobe.com/blog/basics/what-is-a-cms-and-how-does-it-work,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,2,6.0,,,,,,,,,7.32,80.0,39.2,,,,,,5.79,,1.0
content management system,drupal.org,https://new.drupal.org/drupal-cms,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,3,10.0,,,,,,,,,6.11,506.0,24.8,,,,,,5.79,,1.0
content management system,acquia.com,https://www.acquia.com/blog/content-management-system,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,4,8.0,0.5,1.0,0.0,0.0,6.016,1.0,1.0,0.0,4.82,12109.0,19.2,1996.0,,13.13,222.0,26.0,5.79,35.0,1.0
content management system,kinsta.com,https://kinsta.com/blog/content-management-system/,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,5,4.0,2.84,1.0,0.0,0.0,6.43,1.0,1.0,2.0,6.0,651.0,12.8,1058.0,,10.73,126.0,16.0,5.79,3.0,1.0
content management system,wpbeginner.com,https://www.wpbeginner.com/showcase/best-cms-platforms-compared/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,6,4.0,2.58,0.0,1.0,0.0,23.529,0.0,1.0,2.0,5.57,2101.0,16.8,8521.0,,8.77,377.0,78.0,5.79,67.0,1.0
content management system,contentstack.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,7,,1.3,0.0,0.0,0.0,0.113,0.0,0.0,0.0,4.67,23492.0,14.3,386.0,,14.48,147.0,16.0,5.79,81.0,1.0
content management system,strapi.io,,searxng,meta-llama/Llama-3.3-70B-Instruct,,8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,20445.0,10.4,336.0,,13.54,159.0,17.0,5.79,211.0,1.0
content management system,magnolia.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,26.21,0.0,0.0,0.0,34.69,0.0,0.0,0.0,4.87,10223.0,31.5,2823.0,,6.09,1064.0,15.0,5.79,106.0,1.0
content management system,wordpress.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,200.0,26.0,753.0,,12.17,142.0,15.0,5.79,21.0,1.0
sales forecasting software,jedox.com,https://www.jedox.com/en/sales-performance-management/sales-forecasting/,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,1,4.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,10028.0,25.6,521.0,,13.13,103.0,4.0,4.57,3.0,1.0
sales forecasting software,salesforce.com,https://www.salesforce.com/sales/analytics/sales-forecasting-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,2,4.0,0.21,1.0,0.0,0.0,12.0,1.0,0.0,0.0,6.66,189.0,27.2,2430.0,,11.77,535.0,28.0,4.57,20.0,1.0
sales forecasting software,liveplan.com,https://www.liveplan.com/features/sales-forecast,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,3,4.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,4.0,1024636.0,26.6,1638.0,,11.7,99.0,7.0,4.57,16.0,1.0
sales forecasting software,salesmate.io,https://www.salesmate.io/sales-forecasting-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,4,6.0,0.47,1.0,1.0,0.0,23.0,1.0,1.0,0.0,4.7,20360.0,10.0,1073.0,,9.01,228.0,11.0,4.57,35.0,1.0
sales forecasting software,anaplan.com,https://www.anaplan.com/use-case/sales-forecasting-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,5,6.0,1.75,1.0,0.0,0.0,0.105,0.0,0.0,0.0,4.4,84281.0,17.9,570.0,,15.41,259.0,2.0,4.57,33.0,1.0
sales forecasting software,paddle.com,https://www.paddle.com/resources/forecasting-software,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,6,6.0,0.4,1.0,0.0,1.0,10.24,1.0,0.0,1.0,5.26,3471.0,27.7,1235.0,,10.77,164.0,20.0,4.57,12.0,1.0
sales forecasting software,remira.com,https://remira.com/en/products/sales-forecast-software,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,7,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.01,3247599.0,25.6,822.0,,14.39,61.0,3.0,4.57,8.0,1.0
sales forecasting software,hubspot.com,https://blog.hubspot.com/sales/sales-forecasting-software,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,8,6.0,2.59,1.0,0.0,1.0,23.43,1.0,0.0,3.0,6.44,265.0,21.0,5221.0,,12.31,132.0,67.0,4.57,31.0,1.0
sales forecasting software,isr.de,https://isr.de/en/software/sales-forecasting-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,9,7.0,0.0,1.0,0.0,0.0,10.312,1.0,1.0,0.0,2.97,3413029.0,,1442.0,,15.49,87.0,6.0,4.57,3.0,1.0
sales forecasting software,forecastio.ai,https://forecastio.ai/blog/sales-forecasting-software,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,10,-9.0,0.9,1.0,0.0,0.0,23.41,1.0,1.0,0.0,3.4,1680468.0,2.3,11731.0,,16.45,2.0,29.0,4.57,79.0,1.0
compensation management software,beqom.com,https://www.beqom.com/products/compensation-management,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,1,1.0,0.78,1.0,0.0,0.0,10.34,1.0,0.0,0.0,3.47,1577052.0,13.0,1285.0,,12.44,101.0,2.0,4.0,41.0,1.0
compensation management software,sap.com,https://www.sap.com/germany/products/hcm/compensation-management.html,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,2,3.0,,,,,,,,,5.89,988.0,31.1,,,,,,4.0,,1.0
compensation management software,hibob.com,https://www.hibob.com/hr-glossary/compensation-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,3,4.0,0.18,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.89,1149845.0,16.0,2736.0,,18.54,227.0,18.0,4.0,60.0,1.0
compensation management software,qobra.co,https://www.qobra.co/blog/top-incentive-compensation-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,4,4.0,1.28,1.0,0.0,0.0,10.3,1.0,0.0,0.0,3.08,2983085.0,5.5,1947.0,,12.73,90.0,6.0,4.0,8.0,1.0
compensation management software,pave.com,https://www.pave.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,5,4.0,5.04,1.0,0.0,0.0,12.5,1.0,0.0,0.0,3.75,1283677.0,30.5,793.0,,15.69,165.0,2.0,4.0,0.0,1.0
compensation management software,leapsome.com,https://www.leapsome.com/de/comparisons/compensation-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,6,5.0,2.22,0.0,0.0,0.0,23.44,0.0,0.0,0.0,3.94,1049873.0,9.0,2479.0,,15.22,182.0,36.0,4.0,32.0,1.0
compensation management software,personio.de,https://www.personio.de/funktionen/verguetungsmanagement/,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,7,6.0,0.0,0.0,1.0,0.0,0.074,0.0,1.0,0.0,4.28,259767.0,,401.0,,14.34,117.0,16.0,4.0,16.0,1.0
compensation management software,peoplefluent.com,https://www.peoplefluent.com/products/compensation/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,1327558.0,15.1,929.0,,14.58,56.0,6.0,4.0,13.0,1.0
compensation management software,workday.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,,,,,,,,,,,,,,,,,4.0,,
compensation management software,quotaPath.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,1.36,1.0,0.0,0.0,6.786,0.0,0.0,0.0,,,8.1,1104.0,,14.97,24.0,105.0,4.0,16.0,1.0
spend management software,spendesk.com,https://www.spendesk.com/blog/spend-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,0.69,1.0,1.0,0.0,23.55,1.0,1.0,1.0,4.55,38075.0,10.3,2918.0,,10.23,131.0,27.0,4.49,8.0,1.0
spend management software,brex.com,https://www.brex.com/product/spend-management,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.46,58991.0,27.3,701.0,,9.25,56.0,15.0,4.49,25.0,1.0
spend management software,sap.com,https://www.sap.com/products/spend-management.html,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,3,1.0,,,,,,,,,5.89,988.0,31.1,,,,,,4.49,,1.0
spend management software,qonto.com,https://qonto.com/de/blog/business/spesenmanagement/spend-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,4,1.0,0.92,0.0,1.0,0.0,23.52,1.0,1.0,0.0,4.73,17828.0,11.2,2176.0,,12.89,172.0,18.0,4.49,20.0,1.0
spend management software,circula.com,https://www.circula.com/de/blog/spend-management-software-im-vergleich,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,5,1.0,,,,,,,,,3.3,2169489.0,23.2,,,,,,4.49,,1.0
spend management software,omr.com,https://omr.com/de/reviews/category/spend-management,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,6,1.0,0.62,0.0,0.0,0.0,23.44,1.0,0.0,0.0,4.49,50416.0,31.3,2436.0,,13.92,777.0,8.0,4.49,40.0,1.0
spend management software,pagesjaunes.fr,https://assistance.pagesjaunes.fr/hc/fr/sections/360005002579-Consulter-PagesBlanches-en-ligne,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,7,1.0,,,,,,,,,5.4,2685.0,20.2,,,,,,4.49,,1.0
spend management software,jaggaer.com,https://www.jaggaer.com/de/jaggaer-one/ausgabenmanagement,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,214245.0,9.3,362.0,,18.58,190.0,2.0,4.49,5.0,1.0
spend management software,agicap.com,https://agicap.com/de/artikel/spend-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,9,1.0,0.32,0.0,0.0,0.0,0.063,1.0,1.0,1.0,4.19,787444.0,10.4,3125.0,,15.49,86.0,9.0,4.49,27.0,1.0
spend management software,thecfoclub.com,https://thecfoclub.com/tools/best-spend-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,10,1.0,,,,,,,,,3.54,1515811.0,17.6,,,,,,4.49,,1.0
procurement software,spendesk.com,https://www.spendesk.com/de/blog/procurement-einkauf-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,0.66,0.0,1.0,0.0,12.5,1.0,1.0,0.0,4.55,38075.0,10.3,2256.0,,12.97,125.0,21.0,3.85,13.0,1.0
procurement software,precoro.com,https://precoro.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,2,2.0,1.46,1.0,0.0,0.0,23.0,1.0,0.0,1.0,4.54,40414.0,10.3,2399.0,,12.35,172.0,25.0,3.85,17.0,1.0
procurement software,clickup.com,https://clickup.com/blog/procurement-management-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,3,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.73,1695.0,24.6,3.0,,,239.0,15.0,3.85,55.0,1.0
procurement software,gep.com,https://www.gep.com/software/gep-smart/procurement-software,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,4,3.0,0.9,1.0,1.0,0.0,10.86,0.0,1.0,0.0,4.5,46961.0,27.4,2779.0,,15.93,722.0,21.0,3.85,83.0,1.0
procurement software,coupa.com,https://www.coupa.com/products/procure-to-pay/procurement/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,5,6.0,,,,,,,,,4.54,40742.0,20.3,,,,,,3.85,,1.0
procurement software,procuredesk.com,https://www.procuredesk.com/best-procurement-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,6,4.0,3.25,1.0,0.0,0.0,23.42,1.0,1.0,1.0,3.42,1641896.0,10.0,4774.0,,14.0,132.0,14.0,3.85,31.0,1.0
procurement software,xsuite.com,https://www.xsuite.com/software/procurement/,searxng,meta-llama/Llama-3.3-70B-Instruct,18.0,7,11.0,0.57,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.28,2498788.0,21.4,1742.0,,13.32,117.0,5.0,3.85,1.0,1.0
procurement software,tipalti.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,8,,2.58,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.07,1014550.0,15.4,1357.0,,14.55,374.0,5.0,3.85,148.0,1.0
procurement software,trado.io,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,3.74,0.0,0.0,0.0,0.0747,0.0,0.0,0.0,0.0,231009121.0,5.9,401.0,,6.71,10.0,8.0,3.85,4.0,1.0
procurement software,sap.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,,,,,,,,,,,,,,,,,3.85,,
product management software,productboard.com,https://www.productboard.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,1.38,0.0,0.0,0.0,6.21,0.0,0.0,0.0,4.9,9064.0,18.7,726.0,,13.65,62.0,4.0,4.61,47.0,1.0
product management software,atlassian.com,https://www.atlassian.com/agile/product-management/product-management-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,2.0,2,0.0,0.0,1.0,0.0,0.0,10.7,0.0,1.0,1.0,5.97,741.0,24.9,1590.0,,14.59,1115.0,8.0,4.61,0.0,1.0
product management software,airfocus.com,https://airfocus.com/blog/best-product-management-tools-compared/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,3,1.0,1.97,1.0,0.0,0.0,23.42,1.0,1.0,2.0,4.75,16144.0,21.6,10667.0,,11.82,102.0,64.0,4.61,134.0,1.0
product management software,wrike.com,https://www.wrike.com/teams/product-management/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,4,4.0,2.51,0.0,1.0,0.0,4.2,0.0,1.0,0.0,5.07,5419.0,20.3,1194.0,,12.14,289.0,8.0,4.61,19.0,1.0
product management software,prodpad.com,https://www.prodpad.com/,searxng,meta-llama/Llama-3.3-70B-Instruct,9.0,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,1179586.0,15.5,4.0,,,98.0,5.0,4.61,87.0,1.0
product management software,amplitude.com,https://amplitude.com/blog/product-management-tools,searxng,meta-llama/Llama-3.3-70B-Instruct,13.0,6,7.0,1.06,0.0,0.0,0.0,0.054,0.0,0.0,0.0,4.94,8037.0,29.8,3305.0,,12.37,297.0,61.0,4.61,8.0,1.0
product management software,linear.app,https://linear.app/,searxng,meta-llama/Llama-3.3-70B-Instruct,16.0,7,9.0,4.02,0.0,0.0,0.0,23.87,0.0,0.0,1.0,4.78,14448.0,,1494.0,,10.52,70.0,4.0,4.61,15.0,1.0
product management software,easyagile.com,https://www.easyagile.com/blog/product-management-software,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,8,6.0,0.61,1.0,0.0,1.0,12.5,1.0,1.0,2.0,3.54,1514092.0,19.5,6576.0,,10.6,139.0,43.0,4.61,11.0,1.0
product management software,plaky.com,https://plaky.com/blog/best-product-management-tools/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,9,-6.0,2.27,1.0,0.0,0.0,12.59,1.0,1.0,0.0,3.43,1639496.0,8.0,6378.0,,10.88,152.0,47.0,4.61,41.0,1.0
product management software,productplan.com,https://www.productplan.com/learn/product-management-tools/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,10,-3.0,0.0,1.0,0.0,0.0,23.0,1.0,0.0,0.0,4.88,9756.0,22.6,2260.0,,14.11,106.0,28.0,4.61,8.0,1.0
bug tracking software,atlassian.com,https://www.atlassian.com/software/jira/features/bug-tracking,searxng,meta-llama/Llama-3.3-70B-Instruct,5.0,1,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.97,741.0,24.9,1333.0,,12.88,89.0,2.0,5.4,14.0,1.0
bug tracking software,bugzilla.org,https://www.bugzilla.org/,searxng,meta-llama/Llama-3.3-70B-Instruct,3.0,2,1.0,4.44,0.0,0.0,0.0,0.074,0.0,0.0,5.0,4.73,18096.0,26.1,338.0,,11.11,32.0,46.0,5.4,4.0,1.0
bug tracking software,mantisbt.org,https://mantisbt.org/,searxng,meta-llama/Llama-3.3-70B-Instruct,8.0,3,5.0,0.0,0.0,0.0,0.0,0.021,0.0,0.0,0.0,4.38,98153.0,22.1,238.0,,10.93,4.0,1.0,5.4,2.0,1.0
bug tracking software,monday.com,https://monday.com/blog/de/entwicklung/bug-tracking-software/,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,4,3.0,0.24,0.0,1.0,0.0,23.14,1.0,1.0,0.0,5.78,1614.0,30.6,4090.0,,15.9,215.0,65.0,5.4,71.0,1.0
bug tracking software,github.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,5,,3.77,0.0,0.0,0.0,0.1015,0.0,0.0,1.0,8.59,22.0,,663.0,,10.9,127.0,13.0,5.4,7.0,1.0
bug tracking software,bugsnag.com,https://bugsnag.com/bugsnag/,searxng,meta-llama/Llama-3.3-70B-Instruct,12.0,6,6.0,,,,,,,,,4.62,28746.0,14.5,,,,,,5.4,,1.0
bug tracking software,usersnap.com,https://usersnap.com/blog/open-source-bug-tracking/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,7,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.73,18162.0,14.4,3.0,,,111.0,26.0,5.4,37.0,1.0
bug tracking software,jira.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,8,,2.01,1.0,0.0,0.0,0.04,0.0,0.0,0.0,4.04,1017193.0,22.0,498.0,,18.08,98.0,23.0,5.4,19.0,1.0
bug tracking software,linear.app,,searxng,meta-llama/Llama-3.3-70B-Instruct,,9,,4.02,0.0,0.0,0.0,23.87,0.0,0.0,1.0,4.78,14448.0,,1494.0,,10.52,70.0,4.0,5.4,15.0,1.0
bug tracking software,jetbrains.com,,searxng,meta-llama/Llama-3.3-70B-Instruct,,10,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,284.0,24.3,,,,0.0,0.0,5.4,0.0,1.0
customer data platform,oracle.com,https://www.oracle.com/de/cx/customer-data-platform/what-is-cdp/,searxng,meta-llama/Llama-3.3-70B-Instruct,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.03,107.0,37.2,2335.0,,13.06,94.0,6.0,5.65,1.0,1.0
customer data platform,segment.com,https://segment.com/resources/cdp/,searxng,meta-llama/Llama-3.3-70B-Instruct,4.0,2,2.0,0.56,1.0,0.0,0.0,10.118,1.0,1.0,0.0,5.1,5007.0,27.6,1787.0,,13.38,302.0,92.0,5.65,8.0,1.0
customer data platform,adobe.com,https://business.adobe.com/blog/basics/what-is-a-customer-data-platform,searxng,meta-llama/Llama-3.3-70B-Instruct,10.0,3,7.0,,,,,,,,,7.32,80.0,39.2,,,,,,5.65,,1.0
customer data platform,salesforce.com,https://www.salesforce.com/marketing/data/what-is-a-customer-data-platform/,searxng,meta-llama/Llama-3.3-70B-Instruct,11.0,4,7.0,0.66,1.0,0.0,0.0,12.45,1.0,1.0,0.0,6.66,189.0,27.2,3038.0,,13.08,562.0,19.0,5.65,29.0,1.0
customer data platform,hightouch.com,https://hightouch.com/blog/what-is-a-customer-data-platform-cdp,searxng,meta-llama/Llama-3.3-70B-Instruct,14.0,5,9.0,4.51,1.0,0.0,0.0,6.35,1.0,0.0,2.0,4.33,202343.0,31.0,2105.0,,13.62,171.0,41.0,5.65,48.0,1.0
customer data platform,rudderstack.com,https://www.rudderstack.com/blog/what-is-a-customer-data-platform-cdp/,searxng,meta-llama/Llama-3.3-70B-Instruct,15.0,6,9.0,0.54,1.0,0.0,0.0,10.81,1.0,0.0,1.0,4.56,37119.0,6.3,3703.0,,14.76,63.0,7.0,5.65,16.0,1.0
customer data platform,piwikpro.de,https://piwikpro.de/glossar/customer-data-platform-cdp/,searxng,meta-llama/Llama-3.3-70B-Instruct,6.0,7,-1.0,0.97,0.0,0.0,0.0,0.087,1.0,0.0,0.0,3.37,1735002.0,,515.0,,20.97,132.0,30.0,5.65,4.0,1.0
customer data platform,ibexa.co,https://www.ibexa.co/de/ressourcen/wissensdatenbank/was-ist-eine-customer-data-platform,searxng,meta-llama/Llama-3.3-70B-Instruct,7.0,8,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.52,1528364.0,7.0,2536.0,,9.85,34.0,5.0,5.65,10.0,1.0
